character,show,season,episode
Caroline Catz,Doc Martin,3,3
Ian McNeice,Doc Martin,3,3
Stephanie Cole,Doc Martin,3,3
Katherine Parkinson,Doc Martin,3,3
John Marquez,Doc Martin,3,3
Joseph Morgan,Doc Martin,3,3
Eileen Essell,Doc Martin,3,3
Karl Theobald,Doc Martin,3,3
Amy Marston,Doc Martin,3,3
James Patrick Cronin,Doc Martin,3,3
Michael Garner,Doc Martin,3,3
Sarah Buckland,Doc Martin,3,3
Martin Clunes,Doc Martin,3,4
Caroline Catz,Doc Martin,3,4
Ian McNeice,Doc Martin,3,4
Stephanie Cole,Doc Martin,3,4
Katherine Parkinson,Doc Martin,3,4
John Marquez,Doc Martin,3,4
Joe Absolom,Doc Martin,3,4
Joseph Morgan,Doc Martin,3,4
Selina Cadell,Doc Martin,3,4
Justin Salinger,Doc Martin,3,4
Louise Delamere,Doc Martin,3,4
Martin Clunes,Doc Martin,3,5
Caroline Catz,Doc Martin,3,5
Ian McNeice,Doc Martin,3,5
Stephanie Cole,Doc Martin,3,5
Katherine Parkinson,Doc Martin,3,5
John Marquez,Doc Martin,3,5
Joseph Morgan,Doc Martin,3,5
Joe Absolom,Doc Martin,3,5
Denise Black,Doc Martin,3,5
Lucy Robinson,Doc Martin,3,5
Tony Maudsley,Doc Martin,3,5
Molly Bolt,Doc Martin,3,5
Howard Coggins,Doc Martin,3,5
Alec Nicholls,Doc Martin,3,5
Adam Bareham,Doc Martin,3,5
Martin Clunes,Doc Martin,3,6
Caroline Catz,Doc Martin,3,6
Ian McNeice,Doc Martin,3,6
Stephanie Cole,Doc Martin,3,6
Katherine Parkinson,Doc Martin,3,6
John Marquez,Doc Martin,3,6
Joseph Morgan,Doc Martin,3,6
Joe Absolom,Doc Martin,3,6
Selina Cadell,Doc Martin,3,6
Thelma Barlow,Doc Martin,3,6
Irene Sutcliffe,Doc Martin,3,6
Tony Maudsley,Doc Martin,3,6
Martin Clunes,Doc Martin,3,7
Caroline Catz,Doc Martin,3,7
Ian McNeice,Doc Martin,3,7
Stephanie Cole,Doc Martin,3,7
Katherine Parkinson,Doc Martin,3,7
John Marquez,Doc Martin,3,7
Joe Absolom,Doc Martin,3,7
Selina Cadell,Doc Martin,3,7
Jeff Rawle,Doc Martin,3,7
Amanda Abbington,Doc Martin,3,7
David Ryall,Doc Martin,3,7
David Bamber,Doc Martin,3,7
Nicholas Day,Doc Martin,3,7
Michael Wynne,Doc Martin,3,7
Howard Coggins,Doc Martin,3,7
Martin Clunes,Doc Martin,4,1
Caroline Catz,Doc Martin,4,1
Lia Williams,Doc Martin,4,1
Stephanie Cole,Doc Martin,4,1
Ian McNeice,Doc Martin,4,1
Joe Absolom,Doc Martin,4,1
Katherine Parkinson,Doc Martin,4,1
John Marquez,Doc Martin,4,1
Selina Cadell,Doc Martin,4,1
David Haig,Doc Martin,4,1
Malcolm Storry,Doc Martin,4,1
Georgie Glen,Doc Martin,4,1
Vincent Franklin,Doc Martin,4,1
Angela Curran,Doc Martin,4,1
Luke Neal,Doc Martin,4,1
Martin Clunes,Doc Martin,4,2
Caroline Catz,Doc Martin,4,2
Lia Williams,Doc Martin,4,2
Stephanie Cole,Doc Martin,4,2
Ian McNeice,Doc Martin,4,2
Joe Absolom,Doc Martin,4,2
Katherine Parkinson,Doc Martin,4,2
John Marquez,Doc Martin,4,2
Selina Cadell,Doc Martin,4,2
David Haig,Doc Martin,4,2
Clara Salaman,Doc Martin,4,2
Roger Morlidge,Doc Martin,4,2
Sara Weymouth,Doc Martin,4,2
John Macneill,Doc Martin,4,2
Jane Spurr,Doc Martin,4,2
Martin Clunes,Doc Martin,4,3
Caroline Catz,Doc Martin,4,3
Lia Williams,Doc Martin,4,3
Stephanie Cole,Doc Martin,4,3
Ian McNeice,Doc Martin,4,3
Joe Absolom,Doc Martin,4,3
Katherine Parkinson,Doc Martin,4,3
John Marquez,Doc Martin,4,3
Ewan Hooper,Doc Martin,4,3
Martin Marquez,Doc Martin,4,3
John Macneill,Doc Martin,4,3
Richard Derrington,Doc Martin,4,3
Sidney Kean,Doc Martin,4,3
Martin Clunes,Doc Martin,4,4
Caroline Catz,Doc Martin,4,4
Lia Williams,Doc Martin,4,4
Stephanie Cole,Doc Martin,4,4
Phyllida Law,Doc Martin,4,4
Benjamin Whitrow,Doc Martin,4,4
Ian McNeice,Doc Martin,4,4
Joe Absolom,Doc Martin,4,4
Katherine Parkinson,Doc Martin,4,4
John Marquez,Doc Martin,4,4
Selina Cadell,Doc Martin,4,4
Christian Rodska,Doc Martin,4,4
June Marlow,Doc Martin,4,4
Nicholas Boulton,Doc Martin,4,4
Sara Weymouth,Doc Martin,4,4
Martin Clunes,Doc Martin,4,5
Caroline Catz,Doc Martin,4,5
Lia Williams,Doc Martin,4,5
Stephanie Cole,Doc Martin,4,5
Ian McNeice,Doc Martin,4,5
Joe Absolom,Doc Martin,4,5
Katherine Parkinson,Doc Martin,4,5
John Marquez,Doc Martin,4,5
Selina Cadell,Doc Martin,4,5
Nicholas Le Prevost,Doc Martin,4,5
Paul Ready,Doc Martin,4,5
Sylvestra Le Touzel,Doc Martin,4,5
Anthony Calf,Doc Martin,4,5
Gwen Taylor,Doc Martin,4,5
Andrew Byrne,Doc Martin,4,5
Martin Clunes,Doc Martin,4,6
Caroline Catz,Doc Martin,4,6
Lia Williams,Doc Martin,4,6
Stephanie Cole,Doc Martin,4,6
Ian McNeice,Doc Martin,4,6
Joe Absolom,Doc Martin,4,6
Katherine Parkinson,Doc Martin,4,6
John Marquez,Doc Martin,4,6
Selina Cadell,Doc Martin,4,6
Nicholas Le Prevost,Doc Martin,4,6
Regina Freedman,Doc Martin,4,6
Gemma Craven,Doc Martin,4,6
Andrew Greenough,Doc Martin,4,6
Natasha Barnes,Doc Martin,4,6
Claire Morrissey,Doc Martin,4,6
Martin Clunes,Doc Martin,4,7
Caroline Catz,Doc Martin,4,7
Lia Williams,Doc Martin,4,7
Stephanie Cole,Doc Martin,4,7
David Ross,Doc Martin,4,7
Ian McNeice,Doc Martin,4,7
Joe Absolom,Doc Martin,4,7
Katherine Parkinson,Doc Martin,4,7
John Marquez,Doc Martin,4,7
Nick Cavaliere,Doc Martin,4,7
Mathew Baynton,Doc Martin,4,7
Christabel Muir,Doc Martin,4,7
Frog Stone,Doc Martin,4,7
Kate Bowes Renna,Doc Martin,4,7
Jane Spurr,Doc Martin,4,7
Martin Clunes,Doc Martin,4,8
Caroline Catz,Doc Martin,4,8
Lia Williams,Doc Martin,4,8
Stephanie Cole,Doc Martin,4,8
Ian McNeice,Doc Martin,4,8
Joe Absolom,Doc Martin,4,8
Katherine Parkinson,Doc Martin,4,8
John Marquez,Doc Martin,4,8
Selina Cadell,Doc Martin,4,8
Sophie Thompson,Doc Martin,4,8
Nigel Betts,Doc Martin,4,8
June Marlow,Doc Martin,4,8
Pameli Benham,Doc Martin,4,8
Andy Robb,Doc Martin,4,8
Darren Clarke,Doc Martin,4,8
Martin Clunes,Doc Martin,5,1
Caroline Catz,Doc Martin,5,1
Ian McNeice,Doc Martin,5,1
Joe Absolom,Doc Martin,5,1
John Marquez,Doc Martin,5,1
Selina Cadell,Doc Martin,5,1
Joanna Scanlan,Doc Martin,5,1
Robert Daws,Doc Martin,5,1
Anthony O'Donnell,Doc Martin,5,1
Rory Wilton,Doc Martin,5,1
Sarah Buckland,Doc Martin,5,1
Kyla Goodey,Doc Martin,5,1
Christabel Muir,Doc Martin,5,1
Steve Bennett,Doc Martin,5,1
Jill Greenacre,Doc Martin,5,1
Martin Clunes,Doc Martin,5,2
Caroline Catz,Doc Martin,5,2
Eileen Atkins,Doc Martin,5,2
Joe Absolom,Doc Martin,5,2
John Marquez,Doc Martin,5,2
Selina Cadell,Doc Martin,5,2
Ian McNeice,Doc Martin,5,2
Jessica Ransom,Doc Martin,5,2
Simon Paisley Day,Doc Martin,5,2
Chris Ashby,Doc Martin,5,2
Neville Phillips,Doc Martin,5,2
Vincent Franklin,Doc Martin,5,2
Tom Goodman-Hill,Doc Martin,5,2
Maggie Tagney,Doc Martin,5,2
Steve Bennett,Doc Martin,5,2
Martin Clunes,Doc Martin,5,3
Caroline Catz,Doc Martin,5,3
Ian McNeice,Doc Martin,5,3
Joe Absolom,Doc Martin,5,3
John Marquez,Doc Martin,5,3
Eileen Atkins,Doc Martin,5,3
Jessica Ransom,Doc Martin,5,3
Miriam Margolyes,Doc Martin,5,3
Andrew Lee Potts,Doc Martin,5,3
Peter Vaughan,Doc Martin,5,3
Buffy Davis,Doc Martin,5,3
Crystal Ward,Doc Martin,5,3
Liam Ward,Doc Martin,5,3
Liam Cutler,Doc Martin,5,3
Tyler Mansell,Doc Martin,5,3
Martin Clunes,Doc Martin,5,4
Caroline Catz,Doc Martin,5,4
Eileen Atkins,Doc Martin,5,4
Joe Absolom,Doc Martin,5,4
John Marquez,Doc Martin,5,4
Selina Cadell,Doc Martin,5,4
Ian McNeice,Doc Martin,5,4
Jessica Ransom,Doc Martin,5,4
Louise Jameson,Doc Martin,5,4
Tom Goodman-Hill,Doc Martin,5,4
Richard Hainsworth,Doc Martin,5,4
Rory Wilton,Doc Martin,5,4
Bradley Hall,Doc Martin,5,4
Liam Cutler,Doc Martin,5,4
Alfie Cane,Doc Martin,5,4
Martin Clunes,Doc Martin,5,5
Caroline Catz,Doc Martin,5,5
Ian McNeice,Doc Martin,5,5
Joe Absolom,Doc Martin,5,5
John Marquez,Doc Martin,5,5
Eileen Atkins,Doc Martin,5,5
Jessica Ransom,Doc Martin,5,5
Louise Jameson,Doc Martin,5,5
Julie Graham,Doc Martin,5,5
Alan Williams,Doc Martin,5,5
Marcus Cunningham,Doc Martin,5,5
John Duttine,Doc Martin,5,5
Daisy May Cooper,Doc Martin,5,5
Rory Wilton,Doc Martin,5,5
Elliott John Quinn,Doc Martin,5,5
Martin Clunes,Doc Martin,5,6
Caroline Catz,Doc Martin,5,6
Eileen Atkins,Doc Martin,5,6
John Marquez,Doc Martin,5,6
Jessica Ransom,Doc Martin,5,6
Ian McNeice,Doc Martin,5,6
Louise Jameson,Doc Martin,5,6
Julie Graham,Doc Martin,5,6
Brian Pettifer,Doc Martin,5,6
Samuel Timson,Doc Martin,5,6
Joseph Timson,Doc Martin,5,6
Buffy Davis,Doc Martin,5,6
Lucy Hutchinson,Doc Martin,5,6
Sarah Buckland,Doc Martin,5,6
Alfie Cane,Doc Martin,5,6
Martin Clunes,Doc Martin,5,7
Caroline Catz,Doc Martin,5,7
Eileen Atkins,Doc Martin,5,7
Joe Absolom,Doc Martin,5,7
John Marquez,Doc Martin,5,7
Selina Cadell,Doc Martin,5,7
Ian McNeice,Doc Martin,5,7
Jessica Ransom,Doc Martin,5,7
Louise Jameson,Doc Martin,5,7
Anne Reid,Doc Martin,5,7
Alan Williams,Doc Martin,5,7
Marcus Cunningham,Doc Martin,5,7
Bill Thomas,Doc Martin,5,7
Judy Norman,Doc Martin,5,7
Angela Terence,Doc Martin,5,7
Martin Clunes,Doc Martin,5,8
Caroline Catz,Doc Martin,5,8
Eileen Atkins,Doc Martin,5,8
Ian McNeice,Doc Martin,5,8
John Marquez,Doc Martin,5,8
Selina Cadell,Doc Martin,5,8
Jessica Ransom,Doc Martin,5,8
Joe Absolom,Doc Martin,5,8
Louise Jameson,Doc Martin,5,8
Malcolm Storry,Doc Martin,5,8
Louise Ford,Doc Martin,5,8
Jamie Davis,Doc Martin,5,8
Jamie Dispirito,Doc Martin,5,8
Stephen Ventura,Doc Martin,5,8
Buffy Davis,Doc Martin,5,8
Martin Clunes,Doc Martin,6,1
Caroline Catz,Doc Martin,6,1
Ian McNeice,Doc Martin,6,1
Eileen Atkins,Doc Martin,6,1
Joe Absolom,Doc Martin,6,1
Jessica Ransom,Doc Martin,6,1
John Marquez,Doc Martin,6,1
Felix Scott,Doc Martin,6,1
David Sterne,Doc Martin,6,1
David Ryall,Doc Martin,6,1
Sarah Buckland,Doc Martin,6,1
Jason Squibb,Doc Martin,6,1
Rory Wilton,Doc Martin,6,1
Sam Carrack,Doc Martin,6,1
Noah Brewer,Doc Martin,6,1
Martin Clunes,Doc Martin,6,2
Caroline Catz,Doc Martin,6,2
Ian McNeice,Doc Martin,6,2
Eileen Atkins,Doc Martin,6,2
Joe Absolom,Doc Martin,6,2
Jessica Ransom,Doc Martin,6,2
John Marquez,Doc Martin,6,2
Felix Scott,Doc Martin,6,2
Felicity Montagu,Doc Martin,6,2
Richard Cordery,Doc Martin,6,2
Katie Lyons,Doc Martin,6,2
Rosie Ede,Doc Martin,6,2
Julian Seager,Doc Martin,6,2
Maggie Tagney,Doc Martin,6,2
Scott Fleming,Doc Martin,6,2
Martin Clunes,Doc Martin,6,3
Caroline Catz,Doc Martin,6,3
Ian McNeice,Doc Martin,6,3
Eileen Atkins,Doc Martin,6,3
Joe Absolom,Doc Martin,6,3
Jessica Ransom,Doc Martin,6,3
John Marquez,Doc Martin,6,3
Felix Scott,Doc Martin,6,3
Annabelle Apsion,Doc Martin,6,3
Paul Moriarty,Doc Martin,6,3
Felicity Montagu,Doc Martin,6,3
Rory Wilton,Doc Martin,6,3
Lily Laight,Doc Martin,6,3
Laura Penneycard,Doc Martin,6,3
Julian Seager,Doc Martin,6,3
Martin Clunes,Doc Martin,6,4
Caroline Catz,Doc Martin,6,4
Ian McNeice,Doc Martin,6,4
Eileen Atkins,Doc Martin,6,4
Joe Absolom,Doc Martin,6,4
Jessica Ransom,Doc Martin,6,4
John Marquez,Doc Martin,6,4
Felix Scott,Doc Martin,6,4
Annabelle Apsion,Doc Martin,6,4
Ronald Pickup,Doc Martin,6,4
Elaine Claxton,Doc Martin,6,4
Alana Ramsey,Doc Martin,6,4
Katie Moore,Doc Martin,6,4
Vivien Keene,Doc Martin,6,4
Benjamin Symes,Doc Martin,6,4
Martin Clunes,Doc Martin,6,5
Caroline Catz,Doc Martin,6,5
Ian McNeice,Doc Martin,6,5
Eileen Atkins,Doc Martin,6,5
Selina Cadell,Doc Martin,6,5
Joe Absolom,Doc Martin,6,5
Jessica Ransom,Doc Martin,6,5
John Marquez,Doc Martin,6,5
Felix Scott,Doc Martin,6,5
Annabelle Apsion,Doc Martin,6,5
Julia Swift,Doc Martin,6,5
Natasha Starkey,Doc Martin,6,5
Georgina Beedle,Doc Martin,6,5
Rory Wilton,Doc Martin,6,5
Morgan Val Baker,Doc Martin,6,5
Martin Clunes,Doc Martin,6,6
Caroline Catz,Doc Martin,6,6
Ian McNeice,Doc Martin,6,6
Eileen Atkins,Doc Martin,6,6
Selina Cadell,Doc Martin,6,6
Claire Bloom,Doc Martin,6,6
Joe Absolom,Doc Martin,6,6
Jessica Ransom,Doc Martin,6,6
John Marquez,Doc Martin,6,6
Felix Scott,Doc Martin,6,6
Annabelle Apsion,Doc Martin,6,6
Christopher Fairbank,Doc Martin,6,6
Iain Marshall,Doc Martin,6,6
Jason Squibb,Doc Martin,6,6
Natasha Starkey,Doc Martin,6,6
Martin Clunes,Doc Martin,6,7
Caroline Catz,Doc Martin,6,7
Ian McNeice,Doc Martin,6,7
Eileen Atkins,Doc Martin,6,7
Selina Cadell,Doc Martin,6,7
Claire Bloom,Doc Martin,6,7
Joe Absolom,Doc Martin,6,7
Jessica Ransom,Doc Martin,6,7
John Marquez,Doc Martin,6,7
Felix Scott,Doc Martin,6,7
Annabelle Apsion,Doc Martin,6,7
Buffy Davis,Doc Martin,6,7
Lyla Absolom,Doc Martin,6,7
Alan McKenna,Doc Martin,6,7
Graeme Rooney,Doc Martin,6,7
Martin Clunes,Doc Martin,6,8
Caroline Catz,Doc Martin,6,8
Ian McNeice,Doc Martin,6,8
Eileen Atkins,Doc Martin,6,8
Selina Cadell,Doc Martin,6,8
Claire Bloom,Doc Martin,6,8
Joe Absolom,Doc Martin,6,8
Jessica Ransom,Doc Martin,6,8
John Marquez,Doc Martin,6,8
Annabelle Apsion,Doc Martin,6,8
Felicity Montagu,Doc Martin,6,8
Katie Moore,Doc Martin,6,8
Carol MacReady,Doc Martin,6,8
Roger Sloman,Doc Martin,6,8
Corrinne Wicks,Doc Martin,6,8
Martin Clunes,Doc Martin,7,1
Ian McNeice,Doc Martin,7,1
Eileen Atkins,Doc Martin,7,1
Joe Absolom,Doc Martin,7,1
Jessica Ransom,Doc Martin,7,1
John Marquez,Doc Martin,7,1
Robyn Addison,Doc Martin,7,1
Joss Porter,Doc Martin,7,1
Paul Thornley,Doc Martin,7,1
Daniel Ryan,Doc Martin,7,1
Iain Marshall,Doc Martin,7,1
Dominic Coleman,Doc Martin,7,1
Emily Bevan,Doc Martin,7,1
Ella Ainsworth,Doc Martin,7,1
Caroline Catz,Doc Martin,7,1
Martin Clunes,Doc Martin,7,2
Caroline Catz,Doc Martin,7,2
Ian McNeice,Doc Martin,7,2
Eileen Atkins,Doc Martin,7,2
Joe Absolom,Doc Martin,7,2
Jessica Ransom,Doc Martin,7,2
John Marquez,Doc Martin,7,2
Robyn Addison,Doc Martin,7,2
Emily Bevan,Doc Martin,7,2
Melanie Walters,Doc Martin,7,2
Bruce Alexander,Doc Martin,7,2
Jason Baughan,Doc Martin,7,2
Selina Cadell,Doc Martin,7,2
June Marlow,Doc Martin,7,2
Yasmin Wilde,Doc Martin,7,2
Martin Clunes,Doc Martin,7,3
Caroline Catz,Doc Martin,7,3
Ian McNeice,Doc Martin,7,3
Eileen Atkins,Doc Martin,7,3
Rosie Cavaliero,Doc Martin,7,3
Sophie Reid,Doc Martin,7,3
Joe Absolom,Doc Martin,7,3
Jessica Ransom,Doc Martin,7,3
John Marquez,Doc Martin,7,3
Robyn Addison,Doc Martin,7,3
Emily Bevan,Doc Martin,7,3
Selina Cadell,Doc Martin,7,3
Scott Fleming,Doc Martin,7,3
Caroline O'Neill,Doc Martin,7,3
Ian Drysdale,Doc Martin,7,3
Martin Clunes,Doc Martin,7,4
Caroline Catz,Doc Martin,7,4
Ian McNeice,Doc Martin,7,4
Eileen Atkins,Doc Martin,7,4
Joe Absolom,Doc Martin,7,4
Jessica Ransom,Doc Martin,7,4
John Marquez,Doc Martin,7,4
Robyn Addison,Doc Martin,7,4
Alan David,Doc Martin,7,4
Emily Bevan,Doc Martin,7,4
Selina Cadell,Doc Martin,7,4
Preston Nyman,Doc Martin,7,4
Malcolm Storry,Doc Martin,7,4
Kai Owen,Doc Martin,7,4
Phoebe Lyons,Doc Martin,7,4
Martin Clunes,Doc Martin,7,5
Caroline Catz,Doc Martin,7,5
Caroline Quentin,Doc Martin,7,5
Ian McNeice,Doc Martin,7,5
Eileen Atkins,Doc Martin,7,5
Joe Absolom,Doc Martin,7,5
Jessica Ransom,Doc Martin,7,5
John Marquez,Doc Martin,7,5
Robyn Addison,Doc Martin,7,5
Emily Bevan,Doc Martin,7,5
Selina Cadell,Doc Martin,7,5
Ella Ainsworth,Doc Martin,7,5
Malcolm Storry,Doc Martin,7,5
Hollie Burgess,Doc Martin,7,5
Jason Gregg,Doc Martin,7,5
Martin Clunes,Doc Martin,7,6
Caroline Catz,Doc Martin,7,6
Ian McNeice,Doc Martin,7,6
Eileen Atkins,Doc Martin,7,6
Joe Absolom,Doc Martin,7,6
Jessica Ransom,Doc Martin,7,6
John Marquez,Doc Martin,7,6
Robyn Addison,Doc Martin,7,6
Emily Bevan,Doc Martin,7,6
Selina Cadell,Doc Martin,7,6
Malcolm Storry,Doc Martin,7,6
Tristan Sturrock,Doc Martin,7,6
Buffy Davis,Doc Martin,7,6
Joe Reynolds,Doc Martin,7,6
Miles Roughley,Doc Martin,7,6
Martin Clunes,Doc Martin,7,7
Caroline Catz,Doc Martin,7,7
Sigourney Weaver,Doc Martin,7,7
Ian McNeice,Doc Martin,7,7
Eileen Atkins,Doc Martin,7,7
Joe Absolom,Doc Martin,7,7
Jessica Ransom,Doc Martin,7,7
John Marquez,Doc Martin,7,7
Robyn Addison,Doc Martin,7,7
Emily Bevan,Doc Martin,7,7
Selina Cadell,Doc Martin,7,7
Ella Ainsworth,Doc Martin,7,7
Kelly Adams,Doc Martin,7,7
Beatrice Playfoot-Orme,Doc Martin,7,7
Gemma Jones,Doc Martin,7,7
Martin Clunes,Doc Martin,7,8
Caroline Catz,Doc Martin,7,8
Ian McNeice,Doc Martin,7,8
Eileen Atkins,Doc Martin,7,8
Joe Absolom,Doc Martin,7,8
Jessica Ransom,Doc Martin,7,8
John Marquez,Doc Martin,7,8
Gemma Jones,Doc Martin,7,8
Nicholas Lumley,Doc Martin,7,8
Richard Riddell,Doc Martin,7,8
Robyn Addison,Doc Martin,7,8
Emily Bevan,Doc Martin,7,8
Selina Cadell,Doc Martin,7,8
Ella Ainsworth,Doc Martin,7,8
Rory Wilton,Doc Martin,7,8
Martin Clunes,Doc Martin,8,1
Caroline Catz,Doc Martin,8,1
Ian McNeice,Doc Martin,8,1
Eileen Atkins,Doc Martin,8,1
Joe Absolom,Doc Martin,8,1
Jessica Ransom,Doc Martin,8,1
John Marquez,Doc Martin,8,1
Lucy Briggs-Owen,Doc Martin,8,1
Selina Cadell,Doc Martin,8,1
Malcolm Storry,Doc Martin,8,1
Ella Ainsworth,Doc Martin,8,1
Robyn Addison,Doc Martin,8,1
Emma Handy,Doc Martin,8,1
Buffy Davis,Doc Martin,8,1
Jason Baughan,Doc Martin,8,1
Martin Clunes,Doc Martin,8,2
Caroline Catz,Doc Martin,8,2
Ian McNeice,Doc Martin,8,2
Eileen Atkins,Doc Martin,8,2
Joe Absolom,Doc Martin,8,2
Jessica Ransom,Doc Martin,8,2
John Marquez,Doc Martin,8,2
Selina Cadell,Doc Martin,8,2
Art Malik,Doc Martin,8,2
Clive Russell,Doc Martin,8,2
Malcolm Storry,Doc Martin,8,2
Emma Handy,Doc Martin,8,2
Buffy Davis,Doc Martin,8,2
Tipper Seifert-Cleveland,Doc Martin,8,2
Rosie Ede,Doc Martin,8,2
Martin Clunes,Doc Martin,8,3
Caroline Catz,Doc Martin,8,3
Ian McNeice,Doc Martin,8,3
Eileen Atkins,Doc Martin,8,3
Joe Absolom,Doc Martin,8,3
Jessica Ransom,Doc Martin,8,3
John Marquez,Doc Martin,8,3
Selina Cadell,Doc Martin,8,3
Malcolm Storry,Doc Martin,8,3
Clive Russell,Doc Martin,8,3
Rosie Ede,Doc Martin,8,3
Angela Curran,Doc Martin,8,3
Bessie Carter,Doc Martin,8,3
Scott Fleming,Doc Martin,8,3
Charlie Swift,Doc Martin,8,3
Martin Clunes,Doc Martin,8,4
Caroline Catz,Doc Martin,8,4
Ian McNeice,Doc Martin,8,4
Eileen Atkins,Doc Martin,8,4
Joe Absolom,Doc Martin,8,4
Jessica Ransom,Doc Martin,8,4
John Marquez,Doc Martin,8,4
Selina Cadell,Doc Martin,8,4
Angela Curran,Doc Martin,8,4
Kevin Doyle,Doc Martin,8,4
Rebecca Lacey,Doc Martin,8,4
Marlene Sidaway,Doc Martin,8,4
Ethan Lawrence,Doc Martin,8,4
Rory Wilton,Doc Martin,8,4
Christabel Muir,Doc Martin,8,4
Martin Clunes,Doc Martin,8,5
Caroline Catz,Doc Martin,8,5
Ian McNeice,Doc Martin,8,5
Eileen Atkins,Doc Martin,8,5
Joe Absolom,Doc Martin,8,5
Jessica Ransom,Doc Martin,8,5
John Marquez,Doc Martin,8,5
Caroline Quentin,Doc Martin,8,5
Paul Copley,Doc Martin,8,5
Selina Cadell,Doc Martin,8,5
Buffy Davis,Doc Martin,8,5
Angela Curran,Doc Martin,8,5
Rocco Peacock,Doc Martin,8,5
Linda Broughton,Doc Martin,8,5
Sam Alexander,Doc Martin,8,5
Martin Clunes,Doc Martin,8,6
Caroline Catz,Doc Martin,8,6
Ian McNeice,Doc Martin,8,6
Eileen Atkins,Doc Martin,8,6
Joe Absolom,Doc Martin,8,6
Jessica Ransom,Doc Martin,8,6
John Marquez,Doc Martin,8,6
Caroline Quentin,Doc Martin,8,6
Samantha Spiro,Doc Martin,8,6
Selina Cadell,Doc Martin,8,6
Rosie Ede,Doc Martin,8,6
Sally Messham,Doc Martin,8,6
Richard McCabe,Doc Martin,8,6
Anna Burnett,Doc Martin,8,6
Yolanda Kettle,Doc Martin,8,6
Martin Clunes,Doc Martin,8,7
Caroline Catz,Doc Martin,8,7
Ian McNeice,Doc Martin,8,7
Eileen Atkins,Doc Martin,8,7
Joe Absolom,Doc Martin,8,7
Jessica Ransom,Doc Martin,8,7
John Marquez,Doc Martin,8,7
Selina Cadell,Doc Martin,8,7
Vincent Franklin,Doc Martin,8,7
Richard Lumsden,Doc Martin,8,7
Pippa Nixon,Doc Martin,8,7
Emma Handy,Doc Martin,8,7
Buffy Davis,Doc Martin,8,7
Ella Ainsworth,Doc Martin,8,7
Olivia Elsden,Doc Martin,8,7
Martin Clunes,Doc Martin,8,8
Caroline Catz,Doc Martin,8,8
Ian McNeice,Doc Martin,8,8
Eileen Atkins,Doc Martin,8,8
Joe Absolom,Doc Martin,8,8
Jessica Ransom,Doc Martin,8,8
John Marquez,Doc Martin,8,8
Selina Cadell,Doc Martin,8,8
Sigourney Weaver,Doc Martin,8,8
Vincent Franklin,Doc Martin,8,8
Tom Mothersdale,Doc Martin,8,8
Rupert Vansittart,Doc Martin,8,8
Fiona Mason,Doc Martin,8,8
Tilly Standing,Doc Martin,8,8
Parth Thakerar,Doc Martin,8,8
Martin Clunes,Doc Martin,9,1
Caroline Catz,Doc Martin,9,1
Ian McNeice,Doc Martin,9,1
Eileen Atkins,Doc Martin,9,1
Joe Absolom,Doc Martin,9,1
Jessica Ransom,Doc Martin,9,1
John Marquez,Doc Martin,9,1
Selina Cadell,Doc Martin,9,1
Rosie Ede,Doc Martin,9,1
Hermione Gulliford,Doc Martin,9,1
Simon Chandler,Doc Martin,9,1
Elizabeth Rider,Doc Martin,9,1
Hugh Coles,Doc Martin,9,1
Jason Baughan,Doc Martin,9,1
Rory Wilton,Doc Martin,9,1
Martin Clunes,Doc Martin,9,2
Caroline Catz,Doc Martin,9,2
Ian McNeice,Doc Martin,9,2
Eileen Atkins,Doc Martin,9,2
Joe Absolom,Doc Martin,9,2
Jessica Ransom,Doc Martin,9,2
John Marquez,Doc Martin,9,2
Selina Cadell,Doc Martin,9,2
Angela Curran,Doc Martin,9,2
Rosie Ede,Doc Martin,9,2
Buffy Davis,Doc Martin,9,2
Rosalie Craig,Doc Martin,9,2
Jeremy Swift,Doc Martin,9,2
Ruth Gemmell,Doc Martin,9,2
John Hollingworth,Doc Martin,9,2
Martin Clunes,Doc Martin,9,3
Caroline Catz,Doc Martin,9,3
Ian McNeice,Doc Martin,9,3
Eileen Atkins,Doc Martin,9,3
Joe Absolom,Doc Martin,9,3
Jessica Ransom,Doc Martin,9,3
John Marquez,Doc Martin,9,3
Selina Cadell,Doc Martin,9,3
Angela Curran,Doc Martin,9,3
Rosie Ede,Doc Martin,9,3
John Hollingworth,Doc Martin,9,3
Sian Thomas,Doc Martin,9,3
Morgan Val Baker,Doc Martin,9,3
Oliver Britten,Doc Martin,9,3
Amber James,Doc Martin,9,3
Martin Clunes,Doc Martin,9,4
Caroline Catz,Doc Martin,9,4
Ian McNeice,Doc Martin,9,4
Eileen Atkins,Doc Martin,9,4
Joe Absolom,Doc Martin,9,4
Jessica Ransom,Doc Martin,9,4
John Marquez,Doc Martin,9,4
Selina Cadell,Doc Martin,9,4
Angela Curran,Doc Martin,9,4
Sion Daniel Young,Doc Martin,9,4
Jack Riddiford,Doc Martin,9,4
Vivien Keene,Doc Martin,9,4
Stewart Wright,Doc Martin,9,4
Clive Russell,Doc Martin,9,4
Conleth Hill,Doc Martin,9,4
Martin Clunes,Doc Martin,9,5
Caroline Catz,Doc Martin,9,5
Ian McNeice,Doc Martin,9,5
Eileen Atkins,Doc Martin,9,5
Joe Absolom,Doc Martin,9,5
